,frequency,length,arousal,valence,dominance,concreteness,humor,imageability,prevalence,readability,surprise,pronouns,creativity,liking,brand fit,distinctiveness,closest brand similarity,wordplay,metaphor,alliteration,hyperbole,age of acquisition,ease of spelling,phonological,orthographic
0,-0.9374400657358868,2.924680752171411,-1.0961688747092462,0.11756516105472835,-0.3634514190258672,0.8416857555920076,-0.9207407063155666,0.27595252840417545,0.532255712978439,-0.6743323066120485,1.9385601041171343,0.0,-1.5131834989767796,-0.9066589203216568,0.14748494110165453,0.9478904917485662,0.1077436504848261,0.0,0.0,1.0,0.0,-1.8179359823507943,-1.1732015226197186,-0.7354184547862368,-0.4606675946711122
1,-0.0295609314821797,-0.7569295713614355,-0.12928769105831228,-0.6278602997783911,-0.796203890782082,-0.29823303939398127,0.5302803751361254,-0.8385664161015954,-0.2081913059391532,-2.53144489495696,1.3618208350463064,0.0,0.5701773342437009,-0.743869120759102,-0.9793362961302587,2.2835088626968187,0.4016727883380888,0.0,0.0,0.0,0.0,0.1442922288725269,0.146617345302961,0.1423279166479342,0.09443205796731449
2,0.0564943888801597,-0.2309852394281716,-0.3794468221014733,0.8876403204743748,-0.6712885142608738,0.5964441057422191,-0.8193106449169159,0.9751900938406168,0.2394944228490198,-0.22805606879577747,1.2141482625019235,0.0,-1.3593295412381063,0.5817049613931321,0.677112729720264,-0.044579749552930856,-0.8892348264087273,0.0,0.0,0.0,0.0,1.0071300724648762,-0.6178191465037607,-0.16254467219159963,0.061068587932698495
3,-0.1972527627216719,-0.2309852394281716,0.2549162133829685,-0.15099235073583356,-0.4310608842202965,0.7744068952476142,0.21299479578844796,0.19609941027239436,-1.7181327562122397,0.98533341673287,-0.2176577900072197,0.0,-1.0206632074352953,-1.0531697399279565,0.6368692235375264,0.048714874317963154,-0.4388623207582536,0.0,0.0,0.0,0.0,1.1809802912227634,0.4929456057281563,-0.4087458198490348,0.19419374669275924
4,-3.630292563509967,-1.2828739032946992,-0.01342749990186709,-0.24989881075093956,0.4471681184922554,0.832885245412363,-0.26426716682081086,0.7510140332752295,0.1048404996821115,-0.8411289826907767,1.1506859685560296,0.0,-0.2470780028541365,-0.3727083777564781,-0.334257141786924,1.4359114690421824,-2.401587118999503,0.0,0.0,0.0,0.0,-0.4133459678844935,-4.505495779315468,-2.914889042676457,-2.542676325237874
5,0.2964257998659743,-0.2309852394281716,-0.7571161645776058,0.5078868741896573,-0.37336701077545925,-1.01754994065449,-0.00250271589195975,-1.363991444308834,1.406998582699175,0.6498984155226356,1.2157808739221438,0.0,-0.7960739544923784,-1.1459599256786122,-0.11127916742190118,1.3491671880874663,1.915316065682093,0.0,0.0,0.0,0.0,-0.8971362771854717,-0.3401279584457811,-0.9335763109037964,1.045913859089873
6,-0.2307459272829513,1.3468477563716197,-0.582681061695057,-0.2769097779212061,-0.6454440505328989,-0.06555527835970099,-0.0661932368752223,0.09220395417763684,-0.425573547395069,-0.27750127803660557,0.2227927951140914,0.0,-1.228616219419478,-0.125267882421393,0.6461184407783013,0.9253376340635093,0.8129490298137027,0.0,0.0,0.0,0.0,-0.3856931917698268,-1.5897383047066873,-0.2575100926039488,-0.7970971046519622
7,1.055642928393827,0.8209034244383558,0.4264439203331522,0.49119357520592766,-0.20790240708553615,-0.6280023675057336,0.08214871701796156,-0.3502750124067264,-0.6559202892873337,0.9738086704695317,0.2175054895628178,0.0,-0.0159218126906655,0.5964335623059346,-0.7465064540285508,-0.7377374983921159,-0.6307414430851581,0.0,0.0,1.0,0.0,0.521966671280074,0.0764088236411876,0.4041475937451017,0.38395714556234567
8,0.6892853294749887,-0.2309852394281716,-0.425121540276992,0.4220632393787538,0.7662697628808671,-1.0859171241891077,-0.5814108339935584,-0.6190074517537671,0.0743348271205817,0.08791681524611644,-0.9265575609793988,0.0,-0.8958914002447863,-0.5376687079798658,-0.2785919860692601,-0.5962807432053611,-0.7822544390157026,0.0,0.0,0.0,0.0,0.6189993515170346,-0.0624367703878014,0.562675075488889,0.5903924054815042
9,0.0790140405563078,-0.2309852394281716,2.0944904749394047,0.9362795144021298,1.663744593769527,0.08249516502459381,-0.9532913567946019,0.6972716373636537,-0.1288301274247716,0.08791681524611644,0.3468385989539781,0.0,0.0274199729649847,-0.3108482539227058,-0.8406778025953893,0.596367652121945,0.5289040533732601,0.0,1.0,0.0,0.0,-1.040663783369309,-0.6178191465037607,0.45573703897655243,0.48755220251132547
10,-0.9876921731621588,0.8209034244383558,-0.7190314615505735,-0.11445345113763716,-0.8766308846160245,0.10880470564022039,-0.24235142035914375,0.15405638714928377,-1.0053683074982909,-0.8794422530037295,2.321029399647057,0.0,2.181813177121116,1.524335419812498,1.1032322510111532,1.1480848035913533,-2.401587118999503,1.0,0.0,1.0,0.0,-0.977996844049606,-1.5064309482892937,-0.22827824658912413,-0.74876717322026
